@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency 	REAL
@ATTRIBUTE corMagPeak REAL
@ATTRIBUTE corPeakCount REAL
@ATTRIBUTE class	{0,1}

@DATA
4980.2,-5.2506,1162.8,1.1337,104,1
5055.9,-5.386,1162.8,1.111,104,1
5375.7,-5.2894,1162.8,1.2303,104,1
5341.4,-5.3757,1162.8,1.2088,114,1
5485.8,-5.3253,1162.8,1.2461,111,1
5241.1,-5.2838,1162.8,1.1864,115,1
5240.6,-5.352,1162.8,1.1586,105,1
4963.5,-5.2254,1162.8,1.2155,84,1
5016.6,-5.2427,1162.8,1.264,84,1
5242.1,-5.219,1162.8,1.3412,90,1
5018,-5.0925,1162.8,1.3608,111,1
4704.7,-5.141,1162.8,1.3293,84,1
4743.3,-5.0392,1162.8,1.3519,88,1
5035.3,-5.1446,1184.3,1.3495,105,1
5515,-5.2112,1184.3,1.3143,116,1
5922.3,-5.2602,1184.3,1.2785,117,1
5753.8,-5.1088,1184.3,1.3368,117,1
5431.9,-5.1001,1184.3,1.3603,117,1
5673.8,-5.0741,1184.3,1.4249,113,1
5918.5,-5.1196,1184.3,1.4419,94,1
5349.1,-5.0946,1184.3,1.3978,79,1
5239.3,-5.1024,1205.9,1.3811,73,1
5179.9,-5.2214,1205.9,1.3785,45,1
5092.6,-5.2948,1227.4,1.281,94,1
5682,-5.237,1227.4,1.353,66,1
5780.8,-5.3313,1248.9,1.2815,29,1
5330.3,-5.391,1270.5,1.2716,42,1
5424.2,-5.3469,1270.5,1.3666,34,1
4984.6,-5.2494,1292,1.4425,23,1
4534.6,-5.2036,1292,1.454,26,1
4152.8,-5.264,1292,1.4425,37,1
3765.2,-5.2647,1313.5,1.3426,51,1
3562.6,-5.3431,1335.1,1.1733,57,1
4360.7,-5.1194,1335.1,1.5121,57,1
3244.3,-5.1163,1356.6,1.3672,66,1
3633.6,-5.2088,1335.1,1.4352,53,1
3735.3,-5.3696,1313.5,1.2146,42,1
2893.7,-5.468,1292,0.93296,43,1
2582.6,-5.605,1205.9,0.45906,27,1
2238.7,-5.1231,495.26,0.97875,9,1
1635.9,-4.9401,495.26,1.024,9,1
1493.6,-5.3953,473.73,0.59436,27,1
3162,-5.3673,1033.6,0.67874,21,1
3784.3,-5.3614,1055.1,0.7228,19,1
3348.3,-5.4466,1162.8,0.59063,23,1
3645.7,-5.2069,1119.7,1.346,21,1
3842.4,-4.9669,1119.7,1.5895,20,1
3021.6,-4.8477,1098.2,1.5589,20,1
2522.7,-5.1109,1076.7,1.3422,19,1
2900.4,-5.202,1033.6,1.1892,19,1
2613.2,-5.1424,1012.1,1.2335,22,1
2608.9,-5.1474,1012.1,1.3514,20,1
2320.3,-5.1738,1012.1,1.3578,18,1
2063.4,-5.3208,1012.1,1.3148,18,1
1875.4,-5.2283,1012.1,1.3265,18,1
2036.8,-5.2124,1012.1,1.3985,18,1
1929.7,-5.2199,1012.1,1.3786,24,1
1721.7,-5.1547,1012.1,1.2796,26,1
1936.5,-5.1197,1012.1,1.1961,22,1
1872.7,-5.035,1012.1,1.1196,25,1
1800.6,-5.0197,1012.1,1.172,27,1
2137.3,-4.9984,1033.6,1.2395,24,1
2312.1,-4.8314,1033.6,1.3836,28,1
2339.7,-4.9193,1033.6,1.3582,28,1
2026.1,-4.9348,1033.6,1.3054,28,1
1788.4,-4.9225,1033.6,1.3269,28,1
1894.1,-4.9366,1033.6,1.3591,28,1
2027.6,-4.7986,1033.6,1.4436,23,1
1811.8,-4.8648,1033.6,1.4219,28,1
1582.6,-4.9089,1033.6,1.3917,28,1
1669.7,-4.9224,1033.6,1.375,23,1
1632.1,-4.9873,1033.6,1.3541,28,1
1494.1,-4.96,1033.6,1.3701,25,1
1700,-4.884,1033.6,1.3905,21,1
1663.5,-4.8869,1033.6,1.3503,20,1
1685.3,-4.8055,1033.6,1.402,19,1
1673.8,-4.8756,1033.6,1.4253,19,1
1386.2,-4.8987,1012.1,1.4121,18,1
1255.7,-5.0616,1012.1,1.3202,18,1
1671.4,-4.987,1012.1,1.2311,18,1
1580.4,-5.0206,1012.1,1.2133,18,1
1431.4,-5.0453,990.53,1.1036,19,1
1725.2,-4.826,990.53,1.0257,21,1
1419.5,-4.9824,990.53,0.82692,37,1
1030.8,-5.0344,452.2,0.7468,32,1
832.35,-5.1035,430.66,0.79896,18,1
710.36,-5.0988,968.99,0.93591,18,1
523.42,-5.1572,495.26,0.76737,16,1
496.16,-5.1016,409.13,0.6516,20,1
435.89,-5.1838,495.26,0.5291,23,1
246.49,-5.3437,215.33,0.37527,24,1
266.16,-5.4273,947.46,0.30193,22,1
926.41,-4.9656,495.26,0.67715,20,1
921.31,-4.9236,839.79,0.68615,18,1
861.84,-4.924,1033.6,0.78588,19,1
875.98,-5.0492,882.86,0.45026,19,1
1395.8,-4.7775,904.39,0.69892,17,1
1148.5,-4.8456,947.46,0.69034,19,1
1388.5,-4.803,516.8,0.59471,20,1
1478.9,-4.8161,1055.1,0.6516,21,1
1459.5,-4.8583,839.79,0.73484,22,1
1676.4,-4.7987,904.39,0.74561,17,1
1372.8,-4.8648,323,0.48946,21,1
1643.4,-4.7376,646,0.52268,14,1
1582.2,-4.6803,689.06,0.66655,12,1
1166.9,-4.8074,689.06,0.72642,13,1
840.13,-4.8614,344.53,0.61735,14,1
1052.4,-4.8665,516.8,0.70322,12,1
1056.1,-4.7562,516.8,0.87728,9,1
774.86,-4.9577,366.06,0.73916,12,1
421.17,-5.3242,818.26,0.55136,15,1
836.18,-5.0435,495.26,0.67895,14,1
630.47,-5.1336,495.26,1.0152,9,1
954.52,-4.9521,495.26,1.257,9,1
645.78,-5.0996,495.26,1.0034,9,1
544.71,-5.1618,473.73,0.8501,9,1
398.32,-5.1923,495.26,0.90017,11,1
408.94,-5.1109,818.26,0.90699,14,1
196.62,-5.1804,796.73,0.82989,14,1
268.92,-5.1441,796.73,1.0099,14,1
317.57,-5.0694,796.73,0.95098,14,1
404.36,-4.9005,796.73,0.89048,14,1
381.52,-5.0864,796.73,0.9141,14,1
382.86,-5.1484,775.2,0.93645,14,1
302.88,-5.1494,775.2,0.63689,14,1
287.14,-5.0539,602.93,0.495,13,1
253.56,-4.989,172.27,0.48409,11,1
212.94,-5.0979,344.53,0.50655,9,1
39.682,-5.2621,323,0.4606,13,1
97.116,-5.188,301.46,0.50985,18,1
70.956,-5.2034,559.86,0.53093,13,1
-11.524,-5.3097,387.6,0.45433,13,1
-19.918,-5.3148,409.13,0.55831,15,1
58.713,-5.1888,236.87,0.53697,12,1
158.6,-5.0195,258.4,0.77772,11,1
478.59,-4.7715,689.06,0.97063,12,1
543,-4.724,473.73,0.91105,16,1
497.36,-4.8032,861.33,0.79581,14,1
734.34,-4.8865,236.87,0.79257,14,1
411.68,-5.1705,236.87,0.77202,20,1
558.31,-5.2023,430.66,0.8547,11,1
837.87,-5.1703,430.66,0.81239,15,1
1240.7,-5.1818,796.73,1.0677,14,1
1682.5,-4.9471,775.2,1.3016,14,1
1494.8,-5.0492,753.66,1.1765,13,1
1772.7,-5.0013,732.13,1.1949,13,1
961.97,-5.0096,710.6,1.1691,12,1
1006.2,-5.0826,667.53,1.0788,12,1
833.78,-5.1437,624.46,0.67043,12,1
940.85,-5.083,581.4,0.62293,16,1
455.57,-5.3776,430.66,0.3254,22,1
257.75,-5.5397,452.2,0.67806,20,1
509.63,-5.1959,430.66,1.2117,12,1
458.63,-5.277,409.13,1.0497,11,1
319.92,-5.3708,409.13,0.96837,18,1
130.1,-5.4855,409.13,0.71041,24,1
53.954,-5.4948,430.66,0.63755,23,1
125.97,-5.3143,430.66,0.7385,21,0
77.933,-5.3355,323,0.49187,20,0
292.44,-4.9681,301.46,1.0069,6,0
526.02,-4.7695,323,1.3608,5,0
505.72,-4.7542,323,1.3689,10,0
-26.658,-6.1065,732.13,0.39151,163,0
-27.542,-6.1155,236.87,0.27521,234,0
-26.852,-6.1243,193.8,0.41167,255,0
-24.05,-6.3303,538.33,0.29659,261,0
-25.658,-6.1926,150.73,0.22041,250,0
-30.732,-6.2672,689.06,0.41416,147,0
-38.431,-6.0428,796.73,0.40695,74,0
-46.108,-5.9943,710.6,0.6377,50,0
-54.364,-6.2,710.6,0.58466,66,0
-50.24,-6.3403,236.87,0.26826,101,0
-44.174,-6.379,344.53,0.43353,155,0
-39.846,-6.1432,344.53,0.43076,129,0
-33.42,-6.0825,344.53,0.61966,69,0
-34.203,-5.9064,344.53,0.65279,86,0
-34.952,-5.9751,452.2,0.65724,71,0
-34.559,-5.944,344.53,0.53215,69,0
-34.173,-5.9859,538.33,0.64601,32,0
-41.476,-5.8518,1248.9,0.64604,29,0
-23.938,-4.4764,1292,1.4172,28,0
25.053,-4.2262,1270.5,1.4343,24,0
125.32,-4.1818,1227.4,1.4395,23,1
365.64,-3.992,1184.3,1.5618,22,1
625.38,-3.8476,1162.8,1.6881,21,1
800.71,-3.5777,1141.3,1.7264,21,1
953.04,-3.4118,1119.7,1.7084,21,1
1212.1,-3.2746,1119.7,1.7621,20,1
1098.9,-3.3491,1098.2,1.7006,20,1
1423.4,-3.4048,1119.7,1.7652,20,1
1692.1,-4.7173,1119.7,1.5579,20,1
1485.6,-4.4632,1119.7,1.5178,30,1
1557.2,-4.5577,1098.2,1.51,30,1
1671.5,-4.5964,1098.2,1.5397,32,1
1496.1,-4.6387,1076.7,1.4358,30,1
1835.5,-4.5395,1076.7,1.5304,26,1
1684.9,-4.6553,1076.7,1.4212,32,1
1342.5,-4.8323,1055.1,1.2916,47,1
1449,-4.7544,1055.1,1.3577,42,1
1691.5,-4.6707,1055.1,1.4172,35,1
1588,-4.7139,1055.1,1.3671,38,1
1586.5,-4.7629,1055.1,1.3153,41,1
1704.8,-4.6074,1055.1,1.3205,39,1
1629.7,-4.7248,1033.6,1.225,50,1
1392,-4.8012,1033.6,1.2212,52,1
1545.1,-4.6476,1033.6,1.3458,34,1
1601.1,-4.6301,1033.6,1.3138,28,1
1821.5,-4.5521,1033.6,1.393,26,1
1482.6,-4.6025,1012.1,1.379,27,1
1313.6,-4.6826,1012.1,1.3806,27,1
1364.5,-4.6574,1012.1,1.3939,31,1
1435.6,-4.6117,1012.1,1.3772,27,1
1574,-4.5784,1012.1,1.444,19,1
1477.8,-4.5827,1012.1,1.3922,18,1
1821.4,-4.4639,1012.1,1.4694,18,1
1914.9,-4.3507,1012.1,1.5126,18,1
1886.3,-4.3418,1012.1,1.5225,18,1
1591.5,-4.3894,990.53,1.5036,18,1
1358.8,-4.4979,990.53,1.4958,18,1
1258.4,-4.5048,990.53,1.4932,18,1
1146.4,-4.5706,990.53,1.4698,22,1
958.76,-4.6624,968.99,1.3564,68,1
766.22,-4.7075,968.99,1.2701,73,1
930.69,-4.7279,968.99,1.3941,69,1
742.48,-4.7694,968.99,1.3992,58,1
924.74,-4.6986,968.99,1.4694,34,1
1039.7,-4.561,968.99,1.5265,23,1
966.48,-4.6287,968.99,1.4831,17,1
1013.5,-4.5857,968.99,1.4792,17,1
1059.5,-4.5831,968.99,1.5129,17,1
1034,-4.5462,968.99,1.5377,17,1
1053.7,-4.5418,968.99,1.5501,17,1
1140.3,-4.5416,968.99,1.5925,17,1
1105.5,-4.574,968.99,1.6191,17,1
1096.5,-4.3641,968.99,1.6277,17,1
1106.9,-4.4098,968.99,1.6139,17,1
1092.3,-4.4041,947.46,1.6064,17,1
1034.1,-4.4941,947.46,1.5759,17,1
953.28,-4.5675,947.46,1.5463,17,1
748.9,-4.6221,947.46,1.5001,17,1
542.44,-4.9286,925.93,1.406,17,1
605.01,-4.8407,925.93,1.4563,17,1
409.93,-4.9687,904.39,1.3751,36,1
342.26,-5.0815,904.39,1.3475,34,1
129.83,-5.3198,495.26,0.89596,25,1
125.11,-5.2633,516.8,0.99276,11,1
110.71,-5.0393,538.33,1.366,10,1
103.12,-5.0061,538.33,1.3242,10,1
110.11,-4.9345,516.8,1.3305,10,1
116.04,-5.052,516.8,1.2574,9,1
57.789,-5.1806,495.26,1.0537,9,1
82.129,-4.9416,495.26,1.2943,12,1
84.223,-4.9135,495.26,1.3207,9,1
87.258,-5.1614,495.26,1.1102,13,1
153.28,-4.975,473.73,1.1587,43,1
161.31,-5.0334,473.73,1.1167,29,1
235.38,-4.9586,495.26,1.1871,34,1
251.22,-4.9826,495.26,1.1656,64,1
257.86,-4.9384,495.26,1.1815,86,1
230.92,-4.9891,495.26,1.1465,73,1
252.1,-5.0532,495.26,1.1233,60,1
323.31,-5.223,495.26,1.0564,31,1
410.24,-5.2122,473.73,1.0854,40,1
430.79,-5.2188,473.73,1.1028,44,1
416.21,-5.4038,473.73,1.0488,30,1
327.16,-5.2545,904.39,1.1621,22,1
310.88,-5.0883,882.86,1.2459,70,1
300.17,-4.9884,882.86,1.2538,65,1
326.02,-5.0836,882.86,1.1979,34,1
275.95,-5.0657,861.33,1.2369,84,1
169.92,-5.0751,861.33,1.21,85,1
84.671,-5.1376,452.2,1.133,50,1
32.955,-5.0727,452.2,1.1474,24,1
11.616,-5.1319,473.73,1.1084,14,1
33.952,-5.0784,495.26,1.208,11,1
23.302,-4.7281,516.8,1.459,9,1
-21.938,-4.777,516.8,1.4088,10,1
-72.785,-5.4636,559.86,0.92563,13,0
-63.837,-5.4965,516.8,0.87002,21,0
-56.424,-5.5755,516.8,0.92944,18,0
-52.944,-5.8427,882.86,0.65951,24,0
-49.008,-5.943,882.86,0.68092,48,0
-54.621,-6.0872,516.8,0.55718,48,0
-60.02,-6.0728,516.8,0.69241,63,0
-69.717,-6.2645,516.8,0.53949,123,0
-80.518,-6.1896,624.46,0.43331,62,0
46.056,-4.4437,732.13,1.5284,12,0
144.47,-4.0061,753.66,1.7063,13,1
118.11,-4.2295,775.2,1.6809,14,1
132.09,-4.1542,796.73,1.7006,14,1
162.96,-4.2456,796.73,1.7191,14,1
130.83,-4.3955,796.73,1.643,14,1
208.06,-4.2881,818.26,1.7098,14,1
240.79,-4.1793,818.26,1.6895,14,1
248.54,-4.1575,818.26,1.7016,15,1
238.66,-4.2128,818.26,1.6882,14,1
200.61,-4.3348,818.26,1.6678,14,1
179.05,-4.4375,818.26,1.6689,14,1
188,-4.4432,818.26,1.6942,14,1
180.96,-4.4875,818.26,1.6965,14,1
162.19,-4.6155,818.26,1.676,14,1
167.87,-4.655,818.26,1.6852,15,1
184.8,-5.2579,818.26,1.2845,15,1
514.73,-5.5711,861.33,0.89421,20,1
455.12,-5.0727,882.86,1.2802,46,1
623.92,-4.9778,882.86,1.3621,47,1
727.77,-5.0136,882.86,1.3745,47,1
778.16,-5.0187,882.86,1.3689,47,1
787.71,-5.0315,882.86,1.3712,47,1
845.7,-5.0013,882.86,1.3716,47,1
960.75,-4.9677,904.39,1.3832,44,1
994.35,-4.9494,904.39,1.3779,48,1
1086.7,-4.957,904.39,1.3618,48,1
1241.6,-4.8863,904.39,1.4077,49,1
1390.1,-4.9098,925.93,1.4059,46,1
1540.3,-4.8727,925.93,1.3802,45,1
1560.2,-4.8064,925.93,1.4023,45,1
1623.5,-4.8507,925.93,1.3941,52,1
1741.9,-4.8153,925.93,1.3925,36,1
1702.8,-4.8657,925.93,1.3618,27,1
1697.9,-4.7991,947.46,1.3774,39,1
1580.2,-4.8532,947.46,1.3534,43,1
1583.4,-4.8788,925.93,1.3379,42,1
1560,-4.841,925.93,1.3485,46,1
1530.7,-4.8201,925.93,1.3512,53,1
1393,-4.8336,925.93,1.3546,50,1
1311.1,-4.8551,925.93,1.3894,49,1
1270.3,-4.8255,904.39,1.3517,56,1
1021.7,-4.8721,904.39,1.3361,46,1
952.85,-4.926,904.39,1.3803,40,1
935.18,-4.8956,904.39,1.3873,48,1
883.18,-4.9389,904.39,1.3692,55,1
698.27,-5.0265,904.39,1.353,56,1
691.93,-4.9865,904.39,1.3643,45,1
651.5,-4.916,882.86,1.3721,46,1
673.03,-4.934,882.86,1.3624,48,1
626.8,-4.8709,882.86,1.3698,55,1
632.31,-4.9169,904.39,1.3576,37,1
679.09,-4.8537,904.39,1.4162,18,1
765.72,-4.8475,904.39,1.43,33,1
814.84,-4.8207,904.39,1.424,28,1
813.15,-4.8103,904.39,1.4016,34,1
833.87,-4.7473,904.39,1.3994,29,1
936.47,-4.7519,925.93,1.4204,38,1
1008.7,-4.7871,925.93,1.4302,33,1
1013.9,-4.7629,925.93,1.435,49,1
968.15,-4.805,925.93,1.4328,57,1
1014,-4.7316,925.93,1.4582,60,1
1050.1,-4.7792,925.93,1.4295,58,1
1132.5,-4.7654,925.93,1.406,33,1
1363.5,-4.7781,925.93,1.4352,20,1
1360.3,-4.7892,947.46,1.4372,37,1
1404.7,-4.7652,947.46,1.4196,61,1
1477.6,-4.6893,947.46,1.4132,65,1
1509.7,-4.7063,947.46,1.4296,75,1
1522.2,-4.6678,947.46,1.4425,77,1
1564.1,-4.7244,947.46,1.4412,57,1
1560.7,-4.7334,947.46,1.452,26,1
1573.8,-4.7445,947.46,1.4591,25,1
1643.8,-4.756,947.46,1.4938,25,1
1616.9,-4.692,947.46,1.4832,51,1
1549.5,-4.7583,947.46,1.4476,35,1
1512.9,-4.8013,947.46,1.4334,43,1
1682.3,-4.7274,968.99,1.4171,39,1
1913.3,-4.7675,947.46,1.4072,50,1
1918.7,-4.6541,947.46,1.4178,60,1
2005.1,-4.7077,947.46,1.4279,69,1
2020.9,-4.6493,947.46,1.4271,51,1
2104.8,-4.6613,968.99,1.4333,43,1
2083.9,-4.6938,947.46,1.4163,61,1
2065.1,-4.723,947.46,1.4108,49,1
1978.2,-4.664,947.46,1.4232,28,1
1928.5,-4.687,947.46,1.4399,34,1
1843.7,-4.7001,947.46,1.4455,31,1
1785.2,-4.6199,947.46,1.4567,19,1
1783.1,-4.6032,947.46,1.4587,26,1
1722.9,-4.6643,947.46,1.442,25,1
1748.2,-4.6384,947.46,1.4355,20,1
1762.8,-4.6799,947.46,1.431,20,1
1716.2,-4.7175,947.46,1.4325,17,1
1688.7,-4.6435,947.46,1.4399,17,1
1695.5,-4.6794,947.46,1.4492,17,1
1801.3,-4.6409,968.99,1.4451,17,1
1908.6,-4.6662,947.46,1.4453,18,1
1945.2,-4.6737,947.46,1.4571,32,1
1969.1,-4.6865,968.99,1.4561,27,1
2028.2,-4.6612,968.99,1.442,25,1
1978.2,-4.7223,968.99,1.4589,23,1
1892.2,-4.7537,968.99,1.4468,35,1
1981.9,-4.7442,968.99,1.4254,41,1
2096.5,-4.7751,968.99,1.4273,36,1
2169.7,-4.7196,968.99,1.4437,23,1
2210.4,-4.6991,968.99,1.4762,21,1
2189.3,-4.6723,990.53,1.4727,45,1
2056.1,-4.7433,990.53,1.4579,45,1
2089.1,-4.7945,990.53,1.4485,45,1
2030.2,-4.7798,990.53,1.4375,45,1
2114.1,-4.7929,990.53,1.4412,45,1
2222.8,-4.7267,990.53,1.4712,41,1
2467,-4.7231,990.53,1.4823,27,1
2738.9,-4.6663,990.53,1.5119,27,1
3107.6,-4.5632,990.53,1.5608,22,1
3099.5,-4.5477,990.53,1.5545,19,1
3253.8,-4.5597,1012.1,1.5562,18,1
3076.6,-4.5574,1012.1,1.5331,18,1
2977.1,-4.6272,1012.1,1.5259,19,1
2752.2,-4.7647,1012.1,1.4709,18,1
2358,-4.8465,1033.6,1.4002,19,1
2579,-4.8407,1033.6,1.375,19,1
2980.6,-4.6746,1033.6,1.5025,19,1
2957.1,-4.6256,1033.6,1.5181,19,1
2622.1,-4.6707,1033.6,1.4575,19,1
2831.1,-4.5924,1033.6,1.5191,19,1
2567.7,-4.7285,1055.1,1.419,19,1
2403,-4.7335,1055.1,1.4278,19,1
2541.8,-4.8049,1055.1,1.4406,19,1
2346,-4.787,1076.7,1.4382,19,1
2167.4,-4.8824,1076.7,1.4131,20,1
2318.9,-4.7263,1076.7,1.52,20,1
2283.7,-4.5791,1098.2,1.5473,20,1
1997.7,-4.6191,1098.2,1.4854,20,1
2140.2,-4.4712,1098.2,1.5545,20,1
2181.1,-4.4391,1098.2,1.5608,20,1
2072.7,-4.4054,1098.2,1.5422,20,1
2064.1,-4.3581,1098.2,1.5556,20,1
2154.6,-4.3027,1098.2,1.571,20,1
2353.2,-4.3277,1098.2,1.5807,20,1
2270.3,-4.3885,1098.2,1.5439,20,1
2220.1,-4.3827,1098.2,1.5483,20,1
2157.6,-4.2815,1098.2,1.5488,20,1
2041.2,-4.3069,1098.2,1.5562,20,1
2029,-4.3119,1098.2,1.562,20,1
2036.2,-4.3367,1076.7,1.5777,20,1
1977.8,-4.3821,1076.7,1.5641,20,1
2012.3,-4.5349,1076.7,1.573,20,1
1986.3,-4.669,1055.1,1.5062,19,1
2127.7,-4.6948,1055.1,1.5544,19,1
1879.9,-4.782,1033.6,1.4583,19,1
2117.5,-4.6462,1033.6,1.5808,19,1
1801.4,-4.7088,1033.6,1.5089,19,1
1690.3,-4.681,1033.6,1.5136,19,1
1709,-4.5917,1033.6,1.5203,19,1
1513.2,-4.6229,1012.1,1.544,18,1
1210.7,-4.6407,1012.1,1.5202,18,1
1043.5,-4.6771,1012.1,1.5242,18,1
1090.6,-4.4886,1012.1,1.5693,18,1
962.37,-4.4854,1012.1,1.5445,18,1
939.15,-4.4946,1012.1,1.5634,18,1
837.59,-4.6188,1012.1,1.5373,18,1
993.33,-4.3425,1012.1,1.5908,18,1
1039.3,-4.2074,1012.1,1.6031,18,1
1071.8,-4.2341,1012.1,1.6091,18,1
995.82,-4.3555,990.53,1.617,18,1
872.62,-4.5335,990.53,1.5899,18,1
808.23,-4.5712,990.53,1.5681,18,1
680.54,-4.5263,990.53,1.5621,18,1
599.89,-4.6627,990.53,1.5471,18,1
467.44,-4.6126,990.53,1.5301,18,1
488.33,-4.5473,990.53,1.5805,18,1
515.49,-4.5354,990.53,1.599,18,1
478,-4.5692,968.99,1.5883,18,1
420.66,-4.5901,968.99,1.5501,18,1
390.09,-4.5826,968.99,1.5615,18,1
408.51,-4.3967,990.53,1.5946,18,1
360.72,-4.3552,990.53,1.5877,18,1
398.71,-4.2372,990.53,1.6287,18,1
449.34,-4.2415,990.53,1.6138,18,1
416.56,-4.2784,1012.1,1.5059,19,1
185.72,-4.5439,1033.6,1.3728,19,1
233,-4.3512,1012.1,1.5483,19,1
199.57,-4.3709,1033.6,1.5104,19,1
120.82,-4.479,1033.6,1.4228,19,1
21.576,-5.046,1055.1,1.0249,19,1
0.74001,-5.0495,839.79,0.76369,21,1
-38.6,-5.0157,839.79,1.1563,15,1
-32.899,-4.8855,839.79,1.3801,15,1
-5.1911,-4.6285,839.79,1.5453,15,1
-15.597,-4.5787,818.26,1.5112,14,1
-28.125,-4.6337,818.26,1.5797,14,1
1.3539,-4.2979,818.26,1.7372,14,1
-30.404,-4.6178,818.26,1.6065,14,1
-33.181,-4.6142,818.26,1.6438,14,1
-28.522,-4.4706,818.26,1.6321,14,1
-27.354,-4.5567,818.26,1.7166,14,1
-22.365,-4.3795,796.73,1.6418,14,1
7.6631,-3.9608,796.73,1.7888,14,1
-33.919,-4.5351,753.66,1.4979,14,1
-44.56,-5.2247,796.73,0.89135,14,1
-43.526,-5.1397,796.73,1.1472,14,1
-70.869,-5.2819,1012.1,0.49652,20,1
67.882,-5.3016,753.66,1.149,17,1
487.69,-5.2542,710.6,1.3493,12,1
833.29,-4.9372,689.06,1.1414,12,1
828.63,-4.9803,667.53,1.0462,11,1
992.92,-5.1122,646,1.0123,11,1
1036.2,-4.9563,624.46,1.2689,11,1
916.64,-4.9693,602.93,1.1867,11,1
522.84,-5.2701,559.86,0.7776,12,1
377.51,-5.2596,495.26,0.47122,17,1
232.42,-5.2486,430.66,0.83581,9,1
179.47,-5.1827,409.13,1.1546,14,1
-78.292,-5.6505,344.53,0.78803,21,1
-103.74,-5.6718,409.13,0.54266,22,1
-103.07,-5.6522,559.86,0.63861,27,1
-98.456,-5.7005,667.53,0.35205,25,1
-93.621,-5.645,409.13,0.37764,31,1
-94.048,-5.8646,624.46,0.44328,67,0
-99.475,-5.9583,624.46,0.56235,70,0
-110.16,-6.0648,646,0.60434,59,0
-128.68,-6.15,624.46,0.41598,85,0
-130.16,-6.1182,624.46,0.52645,78,0
-133.18,-6.1932,1916.5,0.36483,88,0
-133.54,-6.2351,2691.7,0.24279,98,0
-126.75,-6.1536,387.6,0.34008,81,0
-107.51,-6.1551,301.46,0.3387,69,0
-89.635,-6.1007,624.46,0.45045,76,0
-69.856,-6.159,624.46,0.29057,78,0
-58.918,-6.1058,409.13,0.32643,74,0
-50.519,-6.1576,409.13,0.45331,66,0
-46.096,-6.1466,430.66,0.44372,61,0
-43.304,-6.1286,430.66,0.39951,90,0
-45.342,-6.2699,430.66,0.29273,88,0
-42.085,-6.2526,624.46,0.38965,97,0
-38.506,-6.0992,409.13,0.49244,76,0
-33.581,-6.2233,473.73,0.23242,152,0
-33.034,-6.2738,279.93,0.37758,180,0
-30.64,-6.3982,107.67,0.39005,197,0
-30.707,-6.2116,86.133,0.30553,141,0
-50.096,-5.009,1787.3,1.246,41,0
24.768,-4.1535,1830.3,1.662,33,0
67.796,-3.979,1851.9,1.6123,33,1
93.017,-4.6402,1830.3,1.2282,34,1
139.32,-4.8574,5211,1.1779,87,1
177.17,-4.6079,5189.5,1.5863,95,1
262.15,-4.6279,5232.6,1.3228,79,1
408.3,-4.4308,1787.3,1.3124,39,1
743.36,-4.8133,1830.3,1.2783,33,1
830.2,-4.7958,1808.8,1.3313,33,1
1097.6,-4.3969,1830.3,1.3141,34,1
1416.4,-4.2592,1873.4,1.3438,37,1
1619.6,-4.2217,1894.9,1.5264,34,1
1574.1,-4.1147,1916.5,1.572,34,1
1876.1,-4.0319,1916.5,1.5787,35,1
2044.2,-4.3993,1959.5,1.6626,35,1
2140.7,-4.5579,1981.1,1.6783,36,1
1632.2,-4.8956,2024.1,1.4217,36,1
1526.1,-4.9003,2045.7,1.2554,37,1
2010.7,-4.7456,2045.7,1.313,37,1
1856,-4.74,2067.2,1.2098,41,1
1784.1,-4.6904,2067.2,1.2299,112,1
1722.1,-4.6803,2088.7,1.3357,81,1
1749.6,-4.5499,2110.3,1.4366,107,1
1458.1,-4.6342,2110.3,1.4228,115,1
1531.4,-4.6417,2110.3,1.5955,115,1
1385.1,-4.7092,6309.2,1.5923,115,1
1527.7,-4.6616,6309.2,1.5458,115,1
1809.2,-4.6654,6309.2,1.5162,115,1
1786.8,-4.6991,6309.2,1.5086,115,1
1727.5,-4.744,6287.7,1.5844,115,1
1512.3,-4.7664,6287.7,1.6368,115,1
1653.7,-4.7225,2110.3,1.555,114,1
2282.9,-4.5781,2088.7,1.5088,114,1
2355.7,-4.7288,2088.7,1.5226,114,1
2443.6,-4.8076,2088.7,1.5388,111,1
2491.2,-4.5939,2088.7,1.4991,92,1
2718.4,-4.7402,2067.2,1.374,87,1
2248.7,-4.6808,2045.7,1.344,38,1
2389.6,-4.7138,2024.1,1.4422,51,1
2391,-4.7186,2045.7,1.3435,37,1
2586,-4.5668,2045.7,1.4372,51,1
2291.9,-4.5826,2045.7,1.4691,97,1
2252.9,-4.59,2067.2,1.3766,71,1
2247.1,-4.6189,2067.2,1.4535,112,1
2010.1,-4.6215,2088.7,1.5052,113,1
2406.5,-4.6088,2088.7,1.5544,113,1
2537,-4.6227,2067.2,1.398,75,1
2050.7,-4.8273,2045.7,1.3286,46,1
2275.7,-4.7063,2045.7,1.5032,37,1
1690.9,-4.7769,2067.2,1.58,37,1
1213.2,-4.8483,2067.2,1.644,38,1
1242.8,-4.9708,2067.2,1.6393,37,1
954.86,-5.1251,2067.2,1.5735,37,1
945.97,-4.9668,2045.7,1.6676,37,1
