@relation featureMatrix

@ATTRIBUTE unnormalizedSpectralEntropy_min 	REAL
@ATTRIBUTE normalizedSpectralEntropy REAL
@ATTRIBUTE mostDominantFrequency_min 	REAL
@ATTRIBUTE class	{0,1}

@DATA
296.38,4.7658,581.4,1
779.94,4.3231,646,1
997.2,3.8868,667.53,1
1104.6,3.7619,667.53,1
1249.7,3.7079,667.53,1
1614.6,3.7095,689.06,1
1772.8,3.6344,689.06,1
1697.7,3.6985,667.53,1
1557,3.6721,667.53,1
1359.8,3.7076,667.53,1
1330.2,3.4679,667.53,1
1373.8,3.4795,667.53,1
1363.8,3.5819,667.53,1
1442,3.5588,689.06,1
1512.6,3.4153,689.06,1
1463.6,3.5268,689.06,1
1495.9,3.5367,689.06,1
1421.6,3.6363,366.06,1
1399.3,3.6746,344.53,1
1397.9,3.5415,344.53,1
1381,3.6208,344.53,1
1441.2,3.4479,366.06,1
1534.2,3.5099,366.06,1
1393.7,3.5538,366.06,1
1393.4,3.573,366.06,1
1472.8,3.5237,344.53,1
1362.5,3.5442,344.53,1
1414.6,3.7424,344.53,1
1274.1,3.7323,323,1
1166,3.7788,323,1
1300.2,3.6793,323,1
1202.8,3.8455,301.46,1
1179,3.7432,301.46,1
1101.8,3.8211,301.46,1
1135.2,3.7009,301.46,1
1230.5,3.9806,301.46,1
1115.5,3.8726,301.46,1
955.31,3.8383,301.46,1
969.26,3.9657,301.46,1
714.49,4.0433,279.93,1
154.09,4.7426,258.4,1
4.676,4.9092,279.93,1
579.6,3.8598,193.8,1
142.71,3.608,150.73,1
124.33,3.4961,193.8,1
580.44,2.6918,193.8,1
0,3.8871,150.73,1
31.215,4.7706,150.73,1
51.229,5.6662,150.73,1
80.064,5.4792,732.13,0
69.397,5.5262,6201.6,0
99.765,5.6245,172.27,0
107.03,5.7241,968.99,0
96.784,5.6329,1076.7,0
97.966,5.6407,2131.8,0
101.35,5.6402,904.39,0
102.53,5.6515,6352.3,0
79.01,5.4819,1593.5,0
93.988,5.5815,904.39,0
85.589,5.5649,6653.8,0
79.313,5.5263,6524.6,0
84.244,5.5149,6524.6,0
53.333,5.631,818.26,0
33.488,5.6003,796.73,0
33.912,5.6825,86.133,0
45.947,5.6467,0,0
81.785,5.6703,861.33,0
178.23,4.3218,516.8,0
685.06,4.253,538.33,1
1549.6,4.3558,602.93,1
1766.8,4.3173,667.53,1
1845,4.2598,710.6,1
2084,4.2243,366.06,1
1878,3.6663,387.6,1
1831.3,3.8866,366.06,1
1747.8,3.752,366.06,1
1635.8,3.7596,344.53,1
1436.5,3.7285,344.53,1
1451,3.6689,344.53,1
1339.9,3.7014,344.53,1
1197.8,3.7781,344.53,1
1173,3.7698,323,1
1262.4,3.7634,323,1
1360.9,3.7826,323,1
1362.8,3.8342,344.53,1
1454.1,3.865,344.53,1
1697.4,3.9888,689.06,1
1675,3.7245,689.06,1
1595.8,3.6537,344.53,1
1530.6,3.6155,344.53,1
1572.8,3.7018,344.53,1
1514.3,3.719,667.53,1
1307,3.7778,323,1
1308.1,3.7029,323,1
1463.8,3.6899,323,1
1421.5,3.6459,323,1
1391.6,3.6317,323,1
1426,3.6106,323,1
1381.8,3.597,323,1
1384.3,3.6358,323,1
1266.9,3.6997,323,1
1290.3,3.6407,323,1
1285.6,3.5937,323,1
1358.5,3.5627,323,1
1390.8,3.6261,323,1
1391,3.6726,323,1
1334.7,3.5891,323,1
1315.2,3.6485,323,1
1295,3.7194,323,1
1410.7,3.725,323,1
1339.8,3.6911,323,1
1358.3,3.6137,323,1
1332.8,3.6792,323,1
1289.3,3.6697,323,1
1228.2,3.7289,301.46,1
1146.7,3.6539,301.46,1
1122.4,3.6936,301.46,1
986.38,3.7559,301.46,1
770.69,3.9481,279.93,1
171.24,4.3382,258.4,1
42.283,4.8089,279.93,0
30.6,4.4921,301.46,0
22.611,4.2174,107.67,0
21.866,4.1991,129.2,0
61.295,5.3119,172.27,0
37.436,5.4529,2239.5,0
83.235,5.4636,430.66,0
75.564,5.4398,452.2,0
74.162,5.608,473.73,0
89.564,5.5697,430.66,0
89.91,5.5783,430.66,0
96.187,5.643,2239.5,0
97.577,5.6759,6352.3,0
76.747,5.612,2239.5,0
96.117,5.6689,6567.6,0
98.264,5.6104,6416.9,0
96.402,5.6179,6718.4,0
89.818,5.6476,6610.7,0
92.728,5.6351,6632.2,0
41.376,5.5525,279.93,0
29.289,5.4829,86.133,0
33.07,5.6952,64.6,0
22.306,4.5183,387.6,0
289.8,4.4391,624.46,0
579.82,4.6519,667.53,1
994.27,4.5534,602.93,1
1375.4,4.3835,667.53,1
1623.6,4.34,710.6,1
2006.9,4.195,387.6,1
1801.8,3.8415,387.6,1
1731.3,3.7246,366.06,1
1498.8,3.7993,366.06,1
1304.4,3.6999,366.06,1
1281,3.8462,344.53,1
1326,3.8152,344.53,1
1230.6,3.7583,344.53,1
1390.3,3.7868,344.53,1
1477.3,3.7046,344.53,1
1523.9,3.712,344.53,1
1578.3,3.7801,344.53,1
1577.7,3.7239,344.53,1
1556,3.668,344.53,1
1552.3,3.6865,344.53,1
1586.8,3.65,344.53,1
1659.7,3.7246,344.53,1
1657.7,3.7032,344.53,1
1594.6,3.6746,344.53,1
1539.4,3.808,344.53,1
1652.4,3.7871,344.53,1
1569.1,3.6888,344.53,1
1560.2,3.712,344.53,1
1517.4,3.7894,344.53,1
1557.5,3.7101,344.53,1
1503.4,3.7698,344.53,1
1490.7,3.7302,323,1
1372.6,3.8141,323,1
1448.8,3.7796,323,1
1454.3,3.9048,323,1
1269,3.9809,301.46,1
1056.2,4.0735,301.46,1
1002.8,4.0269,301.46,1
1186,4.1076,301.46,1
881.67,4.4538,279.93,1
627.46,5.2437,301.46,1
178.84,4.8024,193.8,1
113.05,4.3104,150.73,1
106.81,4.1513,172.27,1
61.984,5.1815,236.87,0
40.233,4.749,172.27,0
18.898,4.0687,172.27,0
33.463,5.313,150.73,0
38.498,5.6791,129.2,0
74.726,5.4255,753.66,0
97.067,5.6028,925.93,0
21.423,5.6001,1033.6,0
97.563,5.6906,7601.2,0
92.758,5.6841,2261,0
90.72,5.5842,2174.9,0
99.687,5.638,2174.9,0
93.74,5.5707,818.26,0
87.293,5.5086,2196.4,0
93.868,5.609,2153.3,0
91.249,5.579,2217.9,0
89.192,5.5749,2110.3,0
88.82,5.6066,2131.8,0
79.781,5.6264,732.13,0
59.544,5.5993,818.26,0
41.475,5.5965,0,0
31.779,5.5741,344.53,0
31.85,5.6933,129.2,0
51.552,5.7482,10034,0
72.12,5.342,366.06,0
322.86,4.2028,301.46,1
914.58,4.176,624.46,1
1588.8,4.3355,667.53,1
1900.1,4.365,710.6,1
1940.3,4.2886,387.6,1
1986.7,3.915,387.6,1
1843.2,3.8136,387.6,1
1776,3.6882,366.06,1
1655.2,3.701,366.06,1
1618.4,3.7789,344.53,1
1398.9,3.91,323,1
1311.2,3.9581,323,1
1232,3.8987,323,1
1374.8,3.8584,323,1
1568,4.0664,323,1
1836,3.9978,301.46,1
1296.4,3.9642,301.46,1
1182.6,3.935,301.46,1
1090.1,4.025,301.46,1
1158.4,3.8853,301.46,1
1203.6,3.8825,301.46,1
1303.4,3.8844,323,1
1328.7,3.7893,323,1
1402.5,3.8205,323,1
1272.5,3.8123,301.46,1
1022.3,4.1029,301.46,1
740.03,4.2645,279.93,1
685.46,4.3287,279.93,1
392.52,4.5934,301.46,1
222.58,4.512,301.46,1
161.76,4.6131,301.46,1
188.16,4.2281,215.33,1
17.767,4.4303,129.2,0
33.794,4.6053,107.67,0
30.922,4.6943,86.133,0
31.64,5.2171,129.2,0
30.088,5.3574,129.2,0
41.609,5.5654,301.46,0
62.582,5.6872,10422,0
93.255,5.5587,753.66,0
110.12,5.7219,2325.6,0
108.93,5.7118,2907,0
50.001,5.6123,968.99,0
100.08,5.6291,2325.6,0
92.184,5.6069,2304.1,0
89.41,5.5674,6244.6,0
94.707,5.6369,6675.3,0
104.47,5.6989,6287.7,0
101.67,5.6831,6223.1,0
93.269,5.5695,818.26,0
76.823,5.6313,775.2,0
73.068,5.5692,947.46,0
65.265,5.5854,689.06,0
48.01,5.6326,1119.7,0
32.114,5.6524,193.8,0
29.062,5.6846,107.67,0
34.862,5.5713,86.133,0
29.06,4.6517,581.4,0
85.72,5.5129,581.4,0
0,4.9715,0,0
23.215,4.9023,0,0
47.729,4.8077,21.533,0
0,5.1381,0,0
0,5.231,0,0
43.445,5.1538,0,0
134.52,4.9853,0,0
219.49,4.9555,0,0
419.85,4.8058,21.533,1
506.67,4.7005,0,1
633.66,4.7916,0,1
790.89,4.5983,0,1
878.31,4.5517,0,1
905.3,4.556,0,1
753.94,4.5069,0,1
724.08,4.5721,430.66,1
655.21,4.5814,0,1
563.1,4.6391,21.533,1
742.57,4.5263,0,1
848.83,4.4546,0,1
760.42,4.5256,409.13,1
1015.3,4.3998,0,1
969.43,4.4351,0,1
859.61,4.5429,0,1
989.97,4.5537,409.13,1
930.43,4.5936,0,1
1142.2,4.4739,0,1
1041.9,4.5422,0,1
1083.9,4.5354,0,1
1255.4,4.5605,21.533,1
867.13,4.6727,0,1
1172.6,4.6154,0,1
1219.5,4.5873,0,1
1064.5,4.6518,0,1
1062.2,4.6657,409.13,1
1332.5,4.5959,0,1
1385.9,4.5967,409.13,1
1524.6,4.4761,409.13,1
1431.6,4.5493,0,1
1054.1,4.6611,409.13,1
1134.7,4.5866,409.13,1
1419.3,4.5574,409.13,1
1282.4,4.6062,409.13,1
1265.1,4.6838,0,1
1528.2,4.6649,409.13,1
1317.4,4.7029,409.13,1
1370.7,4.7373,387.6,1
1662,4.8002,387.6,1
1550.8,4.7717,387.6,1
1356.3,4.7239,387.6,1
1466.8,4.6742,387.6,1
1571.9,4.6824,366.06,1
1305.2,4.7956,0,1
1254.7,4.8429,0,1
1244.5,4.7861,0,1
1068.7,4.8464,0,1
1564.3,5.0351,0,1
2769.5,5.0802,0,1
3335.5,5.2573,43.066,1
3683.6,5.2497,0,1
5174.5,5.3266,0,1
6039.9,5.2603,2433.3,1
5980.1,5.2973,0,1
5718.2,5.3435,0,1
5922.2,5.3164,0,1
6883.1,5.3777,43.066,1
5796.4,5.3382,0,1
6066.4,5.3085,0,1
6930.4,5.296,2734.7,1
6423.3,5.2399,2842.4,1
6110.8,5.2284,2842.4,1
5348.4,5.2137,839.79,1
5161,5.3577,2842.4,1
5197.4,5.3354,2734.7,1
5451.3,5.4529,0,1
5257.1,5.3533,0,1
6436.7,5.4106,1356.6,1
6550.4,5.2957,2713.2,1
6547.9,5.2647,1356.6,1
6662.4,5.3447,1335.1,1
7012.2,5.4054,1313.5,1
5659.3,5.3284,0,1
5252.6,5.2999,2928.5,1
4820.9,5.3436,2885.4,1
4484.2,5.2523,2863.9,1
4164,5.1279,2799.3,1
3924.1,5.2254,2756.2,1
3607.4,5.2142,0,1
3350.1,5.0331,2971.6,1
3503.5,5.1603,2950,1
3599.6,5.1699,0,1
3437,5.0209,2885.4,1
3363.3,5.1548,2885.4,1
3263.9,5.0369,2863.9,1
2761.9,5.1848,0,1
2596.6,5.0795,1399.7,1
2820.9,5.0302,0,1
2777.3,5.1477,0,1
2753.1,5.1173,1421.2,1
2546.1,5.1243,0,1
2463.4,5.1864,2820.8,1
2867.9,5.1251,2777.8,1
2866.5,5.2009,2734.7,1
2415.4,5.2051,1076.7,1
2415,5.099,1055.1,1
2104.3,5.1101,0,1
1880.8,5.136,1012.1,1
1444.1,5.2037,968.99,1
1111.8,5.2538,0,1
840.28,5.3455,64.6,1
952.43,5.2416,86.133,1
747.68,5.3187,172.27,1
806,5.2573,0,1
913.4,5.2033,0,1
720.47,5.3119,0,1
851.75,5.2183,64.6,1
997.31,5.2114,0,1
671.35,5.3498,0,1
816.12,5.3168,0,1
1127.7,5.2224,43.066,1
1163,5.1824,0,1
1135.7,5.146,0,1
969.03,5.1232,86.133,1
1064.4,5.1339,0,1
697.71,5.1641,0,1
752.97,5.2006,0,1
482.51,5.2443,107.67,1
518.6,5.133,0,1
346.22,5.1247,86.133,1
393.73,5.1392,0,1
364.85,5.1735,86.133,1
411.25,5.1601,0,1
568.26,5.0185,0,1
628.21,4.9509,86.133,1
365.45,5.1372,21.533,1
375.71,5.1898,0,1
602.48,4.9768,0,1
398.34,5.1016,0,1
463.45,4.914,0,1
449.96,4.8978,21.533,1
760.71,4.6609,0,1
742.07,4.7025,0,1
490.99,4.907,129.2,1
361.41,4.8624,86.133,1
467.05,4.7949,86.133,1
527.1,4.877,193.8,1
515.77,4.8251,279.93,1
461.44,4.8202,0,1
455.59,4.8372,107.67,0
389.55,4.932,86.133,0
329.37,5.008,0,0
489.28,4.8612,0,0
388.23,5.0022,107.67,0
351.78,5.0702,0,0
310.37,4.9729,86.133,0
558.5,4.7423,236.87,0
270.22,5.0631,86.133,0
176.96,5.1583,107.67,0
320.26,5.043,0,0
356.32,4.961,107.67,0
205.03,5.1086,0,0
272.8,4.9174,43.066,0
330.08,4.8914,86.133,0
188.27,5.0773,107.67,0
170,5.1141,0,0
375.97,4.8974,86.133,0
159.49,5.1927,0,0
189.79,5.0995,0,0
164.55,5.0651,64.6,0
250.52,4.9663,0,0
143.89,5.1646,0,0
127.95,5.1794,0,0
414.41,4.8127,86.133,0
216.32,4.9606,21.533,0
199.58,4.9858,86.133,0
165.69,5.0014,107.67,0
238.83,4.8701,0,0
231.64,4.8361,86.133,0
363.18,4.716,107.67,0
432.83,4.6573,0,0
326.56,4.7512,0,0
384.51,4.7271,0,0
528.31,4.6235,86.133,0
1229.4,4.2173,323,0
1013.9,4.4792,344.53,0
1084.2,4.5173,301.46,0
519.03,4.8189,0,0
848.9,4.5885,323,0
1013.2,4.3523,323,0
437.04,4.7425,323,0
355.55,4.8682,86.133,0
447.04,4.8399,86.133,0
476.22,4.826,0,0
454.18,4.741,0,0
372.95,4.8548,0,0
380.79,4.9198,0,0
455.54,4.7321,86.133,0
404.55,4.7537,344.53,0
1186.4,4.3995,0,0
1143.6,4.4178,0,0
837.51,4.4569,323,0
476.83,4.5847,86.133,0
530.49,4.5073,0,0
259.87,4.9555,107.67,0
193.17,4.9383,86.133,0
187.29,4.9876,344.53,0
493.02,4.8199,323,0
494.27,4.704,344.53,0
374.74,4.8554,86.133,0
251.28,4.9036,107.67,0
577.77,4.6108,323,0
670.67,4.5384,0,0
585.21,4.5594,323,0
476.17,4.5964,323,0
253.41,4.9114,0,0
544.27,4.4498,323,0
543.84,4.7133,86.133,0
216.15,4.9147,0,0
100.93,5.0458,86.133,0
166.29,5.0204,107.67,0
168.58,5.0074,107.67,0
257.66,4.813,107.67,0
391.15,4.7154,107.67,0
315.44,4.7089,107.67,0
715.89,4.3304,86.133,0
569.85,4.4929,0,0
450.07,4.6925,0,0
358.79,4.6944,43.066,0
519.31,4.5628,258.4,0
519.74,4.536,86.133,0
328.07,4.8989,86.133,0
546.02,4.7428,301.46,0
488.03,4.899,86.133,0
622.86,4.7155,301.46,0
538.6,4.7648,344.53,0
568.38,4.791,86.133,0
428.22,4.9407,323,0
553.49,5.106,86.133,1
724.95,4.9399,107.67,1
1167.8,4.6669,0,1
1291.8,4.6776,387.6,1
1133,4.6702,387.6,1
1407.9,4.4729,387.6,1
1407.2,4.5218,366.06,1
1125.7,4.5912,366.06,1
887.36,4.6048,366.06,1
1173.7,4.5259,344.53,1
1304.3,4.499,344.53,1
1084.4,4.5422,689.06,1
1276.5,4.5034,344.53,1
1262.7,4.3885,344.53,1
1157.6,4.4348,344.53,1
1187.8,4.3738,344.53,1
1065.4,4.4513,344.53,1
1217.9,4.3396,344.53,1
1026,4.4938,323,1
741.07,4.6377,323,1
865.95,4.5014,323,1
1075.8,4.4345,323,1
1008.4,4.4953,323,1
1077.5,4.401,323,1
1214.8,4.4629,646,1
1086,4.2542,646,1
981.4,4.4021,344.53,1
1336.4,4.3552,323,1
1269.5,4.3266,323,1
978.7,4.4696,323,1
1159.9,4.4237,323,1
998.85,4.4749,323,1
1053.2,4.4472,667.53,1
1206.5,4.3563,667.53,1
1269.7,4.3666,646,1
1161.7,4.3147,646,1
1319.6,4.1634,323,1
1130,4.2808,323,1
1135.8,4.2844,323,1
972.27,4.4217,323,1
972.57,4.3518,323,1
946.92,4.3435,323,1
1181.6,4.302,323,1
1268.9,4.2326,323,1
989.98,4.4044,323,1
1242.8,4.3203,301.46,1
820.84,4.5441,301.46,1
665.64,4.5094,301.46,1
529.6,4.7202,279.93,1
10.306,5.3286,107.67,1
0,5.1633,86.133,1
147.21,4.9934,43.066,0
131.95,4.9341,86.133,0
12.586,5.1039,86.133,0
0,5.2671,107.67,0
159.23,4.902,107.67,0
38.076,5.0983,0,0
175.93,4.9053,107.67,0
200.69,4.817,86.133,0
118.46,5.0679,0,0
169.71,5.411,0,0
368.48,5.4966,86.133,0
364.97,5.4005,43.066,0
141.74,5.5089,86.133,0
232.47,5.4412,0,0
125.34,5.302,86.133,0
162.59,5.3221,86.133,0
175.14,5.1938,129.2,0
304.31,5.0305,193.8,0
188.93,5.0625,0,0
147.92,5.0409,0,0
363.35,4.6491,0,0
284.76,4.783,0,0
85.496,5.1953,0,0
73.115,5.1777,0,0
141.55,5.0483,107.67,0
86.499,5.0898,0,0
144.13,5.0077,0,0
147.73,5.0252,0,0
236.91,5.009,0,1
830.63,4.7533,0,1
1163.4,4.7349,0,1
1285.2,4.727,387.6,1
1418.5,4.5943,387.6,1
1423,4.3107,409.13,1
1237,4.357,409.13,1
1473.1,4.273,387.6,1
1270.1,4.3916,387.6,1
1331.8,4.3724,366.06,1
1200,4.4968,366.06,1
1139.1,4.49,366.06,1
1277.1,4.6401,366.06,1
1336.2,4.4558,366.06,1
1246.8,4.4675,366.06,1
1067,4.5693,366.06,1
965.23,4.6367,366.06,1
1193.6,4.4628,0,1
1156.1,4.4912,0,1
1172.3,4.5452,344.53,1
1233.4,4.6239,344.53,1
1192.4,4.6405,0,1
1111.6,4.7649,0,1
1117.8,4.7869,0,1
1320.7,4.823,710.6,1
1481.9,4.7516,732.13,1
1657.6,4.5481,732.13,1
1765.8,4.6105,366.06,1
1741,4.5805,0,1
1830.9,4.5816,0,1
1939.3,4.5689,366.06,1
1819.6,4.629,732.13,1
1498.4,4.7436,732.13,1
1913.4,4.6381,732.13,1
1911,4.6745,732.13,1
1770.1,4.6855,366.06,1
2337,4.6236,366.06,1
1915.8,4.6904,732.13,1
1762.6,4.7346,732.13,1
1617.1,4.8285,732.13,1
1468.3,4.8444,732.13,1
1618.7,4.889,366.06,1
1868.3,4.8786,366.06,1
1766.5,4.9077,366.06,1
1591.4,5.1409,366.06,1
2495.9,5.1644,344.53,1
3718.5,5.1735,1033.6,1
4872.2,5.1824,1033.6,1
5473.7,5.1539,2433.3,1
5087.5,5.1259,2411.7,1
6352.1,5.2097,1033.6,1
6911.1,5.2646,1033.6,1
7877.8,5.2708,1033.6,1
8232.8,5.2639,1033.6,1
8852.2,5.249,1055.1,1
8698.1,5.3151,2433.3,1
9336.3,5.3848,2584,1
9640.9,5.3651,2411.7,1
9494.3,5.3395,2411.7,1
9928.4,5.4259,2411.7,1
10105,5.3836,2390.2,1
10691,5.4174,2540.9,1
9853.4,5.3428,2519.4,1
8968.5,5.2523,2519.4,1
9589.3,5.3033,2519.4,1
9522.4,5.3205,2519.4,1
10000,5.3739,2842.4,1
10672,5.4855,2863.9,1
10166,5.4153,2519.4,1
10772,5.4452,2863.9,1
10748,5.4871,2713.2,1
10997,5.5039,2885.4,1
10727,5.5134,2863.9,1
10208,5.4776,3036.2,1
8771.4,5.3175,3036.2,1
8740.6,5.3833,3014.6,1
8059.9,5.4265,2971.6,1
6835.4,5.3678,2907,1
6174.6,5.3206,2885.4,1
5194.4,5.3103,2842.4,1
5391.4,5.3168,2842.4,1
5005.4,5.326,2842.4,1
5262.3,5.3653,2863.9,1
4944.9,5.1953,2885.4,1
5746.4,5.2184,2885.4,1
6333.7,5.0888,5404.8,1
6143.3,4.8988,5684.8,1
6396.5,4.8701,5684.8,1
6434.8,5.0109,5663.2,1
5970.5,5.0697,925.93,1
5019.2,5.0501,904.39,1
4185.7,5.0134,904.39,1
3565.2,4.924,882.86,1
2904.5,4.7906,861.33,1
2701.4,4.7576,839.79,1
2044.9,4.6585,839.79,1
2196.5,4.6957,818.26,1
1867,4.6018,818.26,1
2020.5,4.5063,818.26,1
2299.6,4.4422,818.26,1
2121.2,4.4846,818.26,1
2039.3,4.4198,818.26,1
1892.2,4.584,818.26,1
1875.8,4.4645,839.79,1
1449,4.6068,839.79,1
1517.9,4.5584,839.79,1
1490.6,4.559,839.79,1
1364.6,4.5748,0,1
1178,4.6321,0,1
1142.5,4.721,839.79,1
936.4,4.7029,0,1
805.97,4.7849,0,1
1014.3,4.6629,0,1
601.79,4.8686,0,1
733.13,4.7566,0,1
919.31,4.6936,0,1
693.56,4.7445,21.533,1
606.75,4.754,0,1
433.69,4.8717,0,1
627.5,4.7672,0,1
602.69,4.7632,0,1
775.09,4.7349,43.066,1
603.23,4.6471,0,1
559.04,4.7124,0,1
566.14,4.7226,21.533,1
432.43,4.8509,0,1
258.24,4.8954,0,1
627.46,4.7241,21.533,1
523.87,4.7503,0,1
630.13,4.7421,0,1
663.67,4.7342,21.533,1
572.34,4.805,0,1
596.92,4.7267,21.533,1
692.79,4.6751,86.133,1
689.36,4.7181,0,1
688.9,4.7067,43.066,1
706.11,4.6205,0,1
862.25,4.6727,0,1
641.18,4.741,0,1
768.86,4.6117,602.93,1
765.7,4.6273,0,1
1086.2,4.4065,0,1
1430.8,4.2623,602.93,1
1408.8,4.3756,0,1
1072.6,4.5267,0,1
268.62,4.8274,107.67,1
131.17,5.0128,0,0
110.56,5.0419,0,0
251.16,4.8461,0,0
245.97,4.919,107.67,0
220.84,4.9584,86.133,0
179.77,5.0062,21.533,0
259.59,4.8821,0,0
503.54,4.6693,0,0
439.84,4.6609,301.46,0
144.7,5.015,64.6,0
167.04,5.0749,0,0
121.29,5.204,0,0
261.93,4.9217,0,0
165.14,5.1304,0,0
252.81,5.0421,86.133,0
326.58,4.9329,107.67,0
336.3,4.9261,107.67,0
226.4,4.96,86.133,0
378.17,4.8557,107.67,0
103.19,5.104,21.533,0
175.07,5.0194,64.6,0
198.11,4.9978,21.533,0
112.65,5.1389,86.133,0
145.78,5.0728,86.133,0
116.14,5.1511,0,0
154.3,5.1007,0,0
169.15,5.0572,0,0
359.85,4.8032,0,0
164.49,5.1126,86.133,0
296.79,4.8746,21.533,0
407.31,4.7704,0,0
345.94,4.8895,0,1
341.44,4.9711,107.67,1
323.31,4.9517,0,1
421.9,4.9601,0,1
839.35,4.7389,107.67,1
1258.4,4.5488,64.6,1
1262.4,4.4561,667.53,1
1023.9,4.5213,667.53,1
1344.5,4.4072,689.06,1
1476.5,4.4488,689.06,1
1284.2,4.444,667.53,1
1146.2,4.5198,667.53,1
1284.4,4.4881,667.53,1
1008.4,4.4623,667.53,1
1074.6,4.4555,667.53,1
1366.3,4.4227,667.53,1
1370.8,4.3843,689.06,1
1496.4,4.361,344.53,1
1342.8,4.4191,0,1
1122.2,4.4443,0,1
1368.2,4.3472,344.53,1
1647.9,4.2637,344.53,1
1215.5,4.3501,344.53,1
1439.4,4.3099,344.53,1
1054,4.4977,0,1
1220.6,4.4312,0,1
1349,4.4865,0,1
1221.2,4.4198,366.06,1
1208.6,4.4866,344.53,1
1054.6,4.5188,0,1
1230.1,4.42,344.53,1
1292.4,4.4695,323,1
896.71,4.6093,301.46,1
1340.3,4.433,323,1
1240.9,4.5239,301.46,1
1122.1,4.5295,301.46,1
959.97,4.6491,301.46,1
1115.5,4.4782,301.46,1
1095.5,4.53,301.46,1
1027.6,4.4531,86.133,1
927.25,4.5516,301.46,1
774.17,4.702,279.93,1
532.4,4.727,279.93,1
310.04,4.953,0,1
91.613,5.1113,86.133,1
457.16,4.7646,64.6,1
163.34,4.9324,86.133,1
373.22,4.7085,86.133,1
494.68,4.5262,193.8,1
221.25,4.8415,86.133,1
157.77,4.9243,0,1
125.64,5.0499,64.6,1
156.93,5.1387,0,0
265.05,5.0973,0,0
243.76,5.0198,107.67,0
239.92,5.0385,107.67,0
139.4,5.0831,107.67,0
201.92,4.9956,0,0
438.47,4.791,258.4,0
103.24,5.1615,0,0
233.39,4.8591,0,0
232.21,4.8896,0,0
427.23,4.7752,0,0
199.77,5.0368,86.133,0
247.9,4.9773,107.67,0
117.1,4.9575,86.133,0
168.86,4.9657,43.066,0
148.55,4.9305,86.133,0
69.012,5.0541,0,0
104.18,5.2058,0,0
309.45,5.1086,0,0
511.95,5.0078,0,1
1185.9,4.8136,602.93,1
1289.9,4.6621,667.53,1
1433.7,4.7719,0,1
1456.3,4.7293,366.06,1
1427.4,4.5357,387.6,1
1287.2,4.6057,366.06,1
1383.5,4.5017,366.06,1
1265,4.6224,344.53,1
993.81,4.6314,344.53,1
985.57,4.6644,344.53,1
1391,4.433,323,1
1075,4.6305,344.53,1
1030.1,4.6039,323,1
957.74,4.5718,323,1
1027.5,4.5626,323,1
933.75,4.6297,344.53,1
1106.6,4.5094,344.53,1
1161.3,4.614,689.06,1
1309.5,4.5305,689.06,1
1071.3,4.4727,344.53,1
1120.2,4.4078,344.53,1
1262.8,4.5014,689.06,1
1190.2,4.4298,667.53,1
899.75,4.4083,344.53,1
957.16,4.4515,323,1
1114.5,4.476,323,1
1116,4.4476,323,1
1049.8,4.4582,323,1
1150,4.4102,323,1
1099.8,4.4449,323,1
945.68,4.5001,323,1
882.4,4.6348,301.46,1
1035.9,4.3227,323,1
723.86,4.5517,323,1
1146,4.4773,323,1
1064.7,4.5125,0,1
1119.7,4.416,0,1
820.35,4.457,323,1
1048.3,4.4568,301.46,1
1022.5,4.5108,0,1
1372.2,4.3578,323,1
1185.7,4.4769,0,1
1399.4,4.256,323,1
887.08,4.5006,323,1
1151.3,4.3318,0,1
1173.7,4.3822,0,1
915.87,4.4521,301.46,1
943.89,4.4943,301.46,1
676.7,4.6784,0,1
344.43,4.7649,0,1
314.38,4.8523,86.133,1
367.01,4.7493,107.67,0
72.054,5.1055,107.67,0
129.28,5.0356,86.133,0
157.55,4.9851,86.133,0
537.95,4.791,43.066,0
288.36,4.9967,86.133,0
141.9,5.0757,107.67,0
279.56,4.9451,43.066,0
104.87,5.2428,43.066,0
91.705,5.1151,64.6,0
244.85,4.9543,86.133,0
211.36,5.1427,107.67,0
158.56,5.1987,107.67,0
197.82,5.2001,86.133,0
280.6,5.0951,129.2,0
176.47,5.1053,86.133,0
145.49,5.0853,43.066,0
124.88,5.1055,86.133,0
157.31,5.0367,86.133,0
57.458,5.1268,107.67,0
123.23,5.027,86.133,0
228.04,4.9673,86.133,0
395.28,4.7097,301.46,0
459.44,4.7458,86.133,0
399.53,4.943,646,1
622.16,4.8468,64.6,1
1076.8,4.7437,667.53,1
1243.4,4.6219,710.6,1
1479.1,4.5629,387.6,1
1536.8,4.3143,387.6,1
1109.6,4.4373,366.06,1
1167.7,4.4347,366.06,1
824.63,4.4037,344.53,1
1093.3,4.2764,344.53,1
1010.5,4.5133,344.53,1
859.91,4.4761,344.53,1
1174.2,4.453,344.53,1
1047.1,4.4303,344.53,1
939.07,4.5071,344.53,1
1071.7,4.3851,344.53,1
1457,4.3021,344.53,1
1109.9,4.378,344.53,1
1212.3,4.338,344.53,1
1391.5,4.3319,344.53,1
1232.3,4.3276,344.53,1
1360.3,4.2665,344.53,1
1162.9,4.3817,344.53,1
1309.9,4.4794,344.53,1
1165.5,4.4338,344.53,1
1412.2,4.2116,344.53,1
1144,4.2433,344.53,1
1190.9,4.3781,344.53,1
1340.3,4.3215,344.53,1
1197.3,4.3899,344.53,1
1041.7,4.3426,323,1
1152.1,4.3769,323,1
1064.2,4.3694,323,1
